tipo_propiedad,localidad,provincia,sup_total,sup_cubierta,precio_m2,ambientes,ratio_sup,amenities,cochera
apartment,Recoleta,Capital Federal,27.0,27.0,2960.0,1.0,1.0,0,0
PH,Villa del Parque,Capital Federal,254.0,140.0,2110.0,4.0,1.3161054480795402,0,0
PH,Villa Santa Rita,Capital Federal,254.0,140.0,2110.0,4.0,1.4860591639177942,0,0
apartment,Palermo,Capital Federal,86.0,79.0,2910.0,4.0,1.0886075949367089,0,0
apartment,Palermo Chico,Capital Federal,75.0,68.0,4850.0,2.0,1.1029411764705883,0,0
PH,Villa del Parque,Capital Federal,80.0,75.0,2160.0,4.0,1.3161054480795402,0,0
house,Nuñez,Capital Federal,245.0,190.0,2370.0,4.0,1.211842302710404,0,0
apartment,Barracas,Capital Federal,100.0,68.0,5290.0,3.0,1.4705882352941178,0,0
house,Belgrano,Capital Federal,245.0,190.0,2370.0,4.0,1.2372320297265615,0,0
apartment,Palermo,Capital Federal,139.0,132.0,2350.0,5.0,1.053030303030303,0,0
apartment,Villa Pueyrredón,Capital Federal,55.0,55.0,1780.0,3.0,1.0,0,0
apartment,Villa Devoto,Capital Federal,30.0,28.0,3000.0,1.0,1.0714285714285714,0,0
apartment,Retiro,Capital Federal,23.0,23.0,3740.0,1.0,1.0,0,0
apartment,Palermo Hollywood,Capital Federal,69.0,62.0,3190.0,3.0,1.1129032258064515,0,0
apartment,Palermo,Capital Federal,69.0,62.0,3050.0,3.0,1.1129032258064515,0,0
house,Pompeya,Capital Federal,180.0,130.0,1350.0,5.0,1.4056922942005812,0,0
apartment,Palermo,Capital Federal,53.0,53.0,3300.0,3.0,1.0,0,0
PH,San Cristobal,Capital Federal,141.0,108.0,2120.0,3.0,1.3605708310548281,0,0
PH,Villa Real,Capital Federal,90.0,75.0,1600.0,3.0,1.4366196554359005,0,0
apartment,Chacarita,Capital Federal,73.0,73.0,2120.0,3.0,1.0,0,0
apartment,Palermo,Capital Federal,69.0,62.0,3190.0,3.0,1.1129032258064515,0,0
apartment,Once,Capital Federal,50.0,50.0,1600.0,3.0,1.0,0,0
house,Capital Federal,Capital Federal,297.70897109605136,108.0,1990.0,2.0,2.756564547185661,0,0
apartment,Palermo,Capital Federal,112.0,99.0,3740.0,3.0,1.1313131313131313,0,0
apartment,Capital Federal,Capital Federal,128.0,57.0,2890.0,2.0,2.245614035087719,0,0
apartment,Capital Federal,Capital Federal,123.0,57.0,3250.0,2.0,2.1578947368421053,0,0
apartment,Capital Federal,Capital Federal,148.0,57.0,3330.0,2.0,2.5964912280701755,0,0
apartment,Capital Federal,Capital Federal,178.0,87.0,2700.0,3.0,2.045977011494253,0,0
apartment,Caballito,Capital Federal,124.0,124.0,2500.0,4.0,1.0,0,0
PH,Caballito,Capital Federal,27.546813204593285,20.0,7750.0,4.0,1.3773406602296643,0,0
apartment,Palermo,Capital Federal,46.0,46.0,2170.0,2.0,1.0,0,0
apartment,Palermo,Capital Federal,46.0,46.0,2720.0,2.0,1.0,0,0
PH,Parque Patricios,Capital Federal,26.35677874870654,20.0,2700.0,2.0,1.317838937435327,0,0
apartment,San Telmo,Capital Federal,28.0,28.0,2070.0,1.0,1.0,0,0
apartment,Palermo,Capital Federal,93.0,93.0,2390.0,4.0,1.0,0,0
apartment,Caballito,Capital Federal,34.0,34.0,2230.0,1.0,1.0,0,0
PH,San Cristobal,Capital Federal,27.21141662109656,20.0,4450.0,2.0,1.3605708310548281,0,0
apartment,Villa Crespo,Capital Federal,56.0,56.0,2230.0,3.0,1.0,0,0
apartment,Villa del Parque,Capital Federal,93.0,93.0,2130.0,4.0,1.0,0,0
apartment,Palermo,Capital Federal,80.0,80.0,3240.0,4.0,1.0,0,0
apartment,Caballito,Capital Federal,20.0,20.0,2680.0,1.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,37.0,37.0,2410.0,1.0,1.0,0,0
apartment,Flores,Capital Federal,48.0,48.0,2220.0,2.0,1.0,0,0
apartment,Flores,Capital Federal,38.0,38.0,2000.0,1.0,1.0,0,0
apartment,Coghlan,Capital Federal,51.0,51.0,3270.0,2.0,1.0,0,0
apartment,Villa Pueyrredón,Capital Federal,53.0,53.0,2410.0,2.0,1.0,0,0
apartment,Nuñez,Capital Federal,37.0,33.0,3000.0,1.0,1.121212121212121,0,0
apartment,Caballito,Capital Federal,42.0,30.0,2900.0,1.0,1.4,0,0
apartment,Floresta,Capital Federal,79.0,73.0,2450.0,4.0,1.082191780821918,0,0
apartment,Palermo,Capital Federal,130.0,120.0,6160.0,4.0,1.0833333333333333,0,0
apartment,Puerto Madero,Capital Federal,215.0,174.0,9770.0,6.0,1.235632183908046,0,0
apartment,Palermo,Capital Federal,139.0,132.0,2350.0,5.0,1.053030303030303,0,0
apartment,Caballito,Capital Federal,167.0,167.0,2370.0,6.0,1.0,0,0
apartment,Almagro,Capital Federal,55.0,55.0,2270.0,3.0,1.0,0,0
apartment,Recoleta,Capital Federal,198.0,155.0,7840.0,4.0,1.2774193548387096,0,0
apartment,Villa del Parque,Capital Federal,90.0,90.0,2830.0,4.0,1.0,0,0
apartment,Palermo Viejo,Capital Federal,103.0,97.0,2780.0,4.0,1.0618556701030928,0,0
apartment,Barrio Norte,Capital Federal,60.0,60.0,2100.0,2.0,1.0,0,0
PH,Villa Santa Rita,Capital Federal,104.0,67.0,2330.0,3.0,1.4860591639177942,0,0
apartment,Palermo,Capital Federal,73.0,68.0,4190.0,3.0,1.0735294117647058,0,0
apartment,Villa Crespo,Capital Federal,27.0,27.0,2780.0,2.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,57.0,54.0,3150.0,3.0,1.0555555555555556,0,0
apartment,Recoleta,Capital Federal,111.0,101.0,4210.0,4.0,1.099009900990099,0,0
PH,Balvanera,Capital Federal,43.0,43.0,1630.0,2.0,1.234902504259906,0,0
apartment,Barrio Norte,Capital Federal,79.0,61.0,2870.0,3.0,1.2950819672131149,0,0
apartment,Palermo Soho,Capital Federal,55.0,50.0,2900.0,2.0,1.1,0,0
apartment,Nuñez,Capital Federal,66.0,46.0,3700.0,2.0,1.434782608695652,0,0
apartment,Palermo Soho,Capital Federal,55.0,50.0,2400.0,1.0,1.1,0,0
house,Villa Crespo,Capital Federal,343.0,343.0,2190.0,6.0,1.4897698602719154,0,0
apartment,Las Cañitas,Capital Federal,144.0,110.0,2680.0,4.0,1.309090909090909,0,0
apartment,Palermo,Capital Federal,110.0,110.0,3550.0,4.0,1.0,0,0
apartment,Palermo Soho,Capital Federal,45.0,45.0,2200.0,2.0,1.0,0,0
apartment,Belgrano,Capital Federal,43.0,40.0,2990.0,2.0,1.075,0,0
PH,Villa Lugano,Capital Federal,60.0,60.0,1170.0,3.0,1.2203759367119176,0,0
apartment,Recoleta,Capital Federal,69.0,68.0,2650.0,4.0,1.0147058823529411,0,0
apartment,Barrio Norte,Capital Federal,66.0,66.0,1970.0,3.0,1.0,0,0
apartment,Centro / Microcentro,Capital Federal,66.0,66.0,1970.0,3.0,1.0,0,0
apartment,Puerto Madero,Capital Federal,155.0,155.0,5770.0,4.0,1.0,0,0
apartment,Belgrano,Capital Federal,163.0,163.0,2850.0,5.0,1.0,0,0
apartment,Barracas,Capital Federal,45.0,45.0,2110.0,2.0,1.0,0,0
apartment,Palermo,Capital Federal,68.0,60.0,3500.0,2.0,1.1333333333333333,0,0
apartment,San Nicolás,Capital Federal,32.0,29.0,2830.0,1.0,1.103448275862069,0,0
PH,Chacarita,Capital Federal,39.0,30.0,2830.0,2.0,1.3146454656454656,0,0
apartment,Flores,Capital Federal,68.0,62.0,2660.0,3.0,1.096774193548387,0,0
apartment,Flores,Capital Federal,108.0,100.0,1900.0,4.0,1.08,0,0
apartment,Caballito,Capital Federal,35.0,35.0,2110.0,2.0,1.0,0,0
apartment,Caballito,Capital Federal,35.0,35.0,2110.0,2.0,1.0,0,0
apartment,Villa Devoto,Capital Federal,59.0,50.0,2300.0,3.0,1.18,0,0
PH,Parque Chacabuco,Capital Federal,39.0,30.0,2830.0,2.0,1.4618882359833987,0,0
apartment,Belgrano,Capital Federal,83.0,78.0,3450.0,4.0,1.064102564102564,0,0
apartment,Belgrano,Capital Federal,128.0,124.0,2820.0,4.0,1.032258064516129,0,0
house,Flores,Capital Federal,297.0,224.0,1210.0,6.0,1.2503820708059983,1,0
apartment,Villa Devoto,Capital Federal,90.0,80.0,3500.0,3.0,1.125,0,0
house,Saavedra,Capital Federal,108.0,106.0,1750.0,4.0,1.2728390212352976,0,0
apartment,Palermo Hollywood,Capital Federal,29.0,29.0,2550.0,1.0,1.0,0,0
apartment,Almagro,Capital Federal,77.0,77.0,2140.0,4.0,1.0,0,0
apartment,Recoleta,Capital Federal,167.0,167.0,2900.0,4.0,1.0,0,0
house,Capital Federal,Capital Federal,867.0,370.0,1680.0,4.0,2.756564547185661,0,0
apartment,San Cristobal,Capital Federal,65.0,65.0,1990.0,3.0,1.0,0,0
apartment,Belgrano,Capital Federal,77.0,77.0,2170.0,3.0,1.0,0,0
PH,Flores,Capital Federal,74.6695565463074,56.0,2050.0,4.0,1.3333849383269178,0,0
apartment,Barracas,Capital Federal,185.0,185.0,3510.0,3.0,1.0,0,0
apartment,Barracas,Capital Federal,185.0,185.0,3510.0,3.0,1.0,0,0
apartment,Flores,Capital Federal,103.0,103.0,1510.0,4.0,1.0,0,0
apartment,Palermo,Capital Federal,69.0,69.0,2830.0,4.0,1.0,0,0
apartment,Caballito,Capital Federal,78.0,78.0,2690.0,4.0,1.0,0,0
apartment,Parque Patricios,Capital Federal,42.0,42.0,2380.0,2.0,1.0,0,0
apartment,Villa del Parque,Capital Federal,90.0,90.0,1940.0,4.0,1.0,0,0
apartment,Floresta,Capital Federal,27.0,27.0,2560.0,1.0,1.0,0,0
apartment,Caballito,Capital Federal,50.0,50.0,3300.0,2.0,1.0,0,0
apartment,Floresta,Capital Federal,79.0,79.0,2270.0,4.0,1.0,0,0
PH,Mataderos,Capital Federal,50.0,43.0,1860.0,2.0,1.3350148154716495,0,0
apartment,Flores,Capital Federal,41.0,41.0,1640.0,1.0,1.0,0,0
apartment,San Cristobal,Capital Federal,86.0,86.0,1890.0,2.0,1.0,0,0
apartment,Mataderos,Capital Federal,70.0,70.0,1710.0,5.0,1.0,0,0
apartment,Floresta,Capital Federal,70.0,70.0,1240.0,4.0,1.0,0,0
apartment,Recoleta,Capital Federal,194.0,181.0,3040.0,4.0,1.0718232044198894,0,0
apartment,Colegiales,Capital Federal,38.0,38.0,2580.0,1.0,1.0,0,0
apartment,Palermo Chico,Capital Federal,47.0,41.0,5660.0,1.0,1.146341463414634,0,0
apartment,Tribunales,Capital Federal,66.0,66.0,1970.0,3.0,1.0,0,0
apartment,Recoleta,Capital Federal,84.0,84.0,2020.0,4.0,1.0,0,0
apartment,Centro / Microcentro,Capital Federal,62.0,57.0,2370.0,3.0,1.087719298245614,0,0
apartment,Once,Capital Federal,64.0,60.0,2000.0,3.0,1.0666666666666667,0,0
apartment,Palermo Soho,Capital Federal,94.0,80.0,3620.0,4.0,1.175,0,0
apartment,Flores,Capital Federal,71.0,46.0,2110.0,2.0,1.5434782608695652,0,0
apartment,Caballito,Capital Federal,125.0,115.0,2960.0,4.0,1.0869565217391304,0,0
apartment,Recoleta,Capital Federal,118.0,118.0,2750.0,4.0,1.0,1,0
apartment,Barrio Norte,Capital Federal,66.0,66.0,1970.0,3.0,1.0,0,0
apartment,Centro / Microcentro,Capital Federal,66.0,66.0,1970.0,3.0,1.0,0,0
apartment,Liniers,Capital Federal,50.0,50.0,2400.0,2.0,1.0,0,0
apartment,Caballito,Capital Federal,57.0,57.0,2090.0,3.0,1.0,0,0
apartment,San Nicolás,Capital Federal,50.0,50.0,1960.0,3.0,1.0,0,0
apartment,Flores,Capital Federal,100.0,100.0,2200.0,3.0,1.0,0,0
apartment,Palermo Soho,Capital Federal,105.0,90.0,3280.0,3.0,1.1666666666666667,0,0
apartment,Caballito,Capital Federal,42.0,37.0,2550.0,1.0,1.135135135135135,0,0
apartment,Palermo Chico,Capital Federal,200.0,200.0,3750.0,4.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,104.0,85.0,3000.0,4.0,1.223529411764706,0,0
apartment,San Telmo,Capital Federal,63.0,63.0,1590.0,2.0,1.0,0,0
apartment,Las Cañitas,Capital Federal,98.0,95.0,5670.0,4.0,1.0315789473684212,0,0
house,Boedo,Capital Federal,180.0,148.0,2360.0,5.0,1.3873987004832735,0,0
apartment,Caballito,Capital Federal,50.0,48.0,2920.0,2.0,1.0416666666666667,0,0
PH,Liniers,Capital Federal,130.0,110.0,1500.0,5.0,1.4748264060997869,0,0
apartment,Recoleta,Capital Federal,50.0,44.0,3410.0,2.0,1.1363636363636365,0,0
apartment,Belgrano,Capital Federal,77.0,69.0,3410.0,3.0,1.1159420289855073,1,0
apartment,Palermo,Capital Federal,160.0,120.0,3120.0,4.0,1.3333333333333333,0,0
apartment,Colegiales,Capital Federal,57.0,54.0,2410.0,3.0,1.0555555555555556,0,0
apartment,Nuñez,Capital Federal,48.0,44.0,3820.0,2.0,1.0909090909090908,0,0
apartment,Nuñez,Capital Federal,48.0,44.0,3820.0,2.0,1.0909090909090908,0,0
apartment,Recoleta,Capital Federal,42.0,39.0,4230.0,1.0,1.0769230769230769,0,0
PH,Villa Crespo,Capital Federal,70.0,70.0,1800.0,3.0,1.3384233523072278,0,0
apartment,Barrio Norte,Capital Federal,43.0,35.0,2340.0,1.0,1.2285714285714286,0,0
apartment,Recoleta,Capital Federal,78.0,63.0,4650.0,2.0,1.2380952380952381,0,0
apartment,Recoleta,Capital Federal,110.0,108.0,2500.0,3.0,1.0185185185185186,0,0
apartment,Villa del Parque,Capital Federal,38.0,38.0,2500.0,2.0,1.0,0,0
apartment,Saavedra,Capital Federal,48.0,43.0,3440.0,2.0,1.1162790697674418,0,0
apartment,Floresta,Capital Federal,70.0,70.0,1240.0,4.0,1.0,0,0
apartment,Palermo,Capital Federal,110.0,106.0,3300.0,4.0,1.0377358490566038,0,0
PH,Balvanera,Capital Federal,52.0,52.0,1880.0,2.0,1.234902504259906,0,0
apartment,Chacarita,Capital Federal,80.0,38.0,2790.0,1.0,2.1052631578947367,0,0
apartment,Almagro,Capital Federal,45.0,39.0,3210.0,2.0,1.1538461538461537,0,0
apartment,San Nicolás,Capital Federal,60.0,60.0,1800.0,2.0,1.0,0,0
apartment,Caballito,Capital Federal,35.0,32.0,3030.0,1.0,1.09375,0,0
apartment,Villa del Parque,Capital Federal,75.0,75.0,1930.0,3.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,25.0,25.0,2740.0,1.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,78.0,40.0,3120.0,2.0,1.95,0,0
apartment,Retiro,Capital Federal,70.0,70.0,2570.0,2.0,1.0,0,0
apartment,Palermo,Capital Federal,105.0,99.0,2520.0,4.0,1.0606060606060606,0,0
house,Villa Lugano,Capital Federal,110.0,80.0,1750.0,3.0,1.509383935693064,1,0
house,Monserrat,Capital Federal,373.0,373.0,1050.0,5.0,1.087820512820513,0,0
apartment,Nuñez,Capital Federal,65.0,56.0,2650.0,2.0,1.1607142857142858,0,0
apartment,Villa Urquiza,Capital Federal,42.0,42.0,2500.0,2.0,1.0,0,0
apartment,Villa Devoto,Capital Federal,84.0,84.0,1960.0,3.0,1.0,0,0
apartment,Saavedra,Capital Federal,75.0,75.0,2530.0,3.0,1.0,0,0
PH,Saavedra,Capital Federal,111.80813547929617,90.0,3560.0,4.0,1.242312616436624,0,0
apartment,Nuñez,Capital Federal,42.0,42.0,2740.0,1.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,37.0,37.0,3240.0,1.0,1.0,0,0
apartment,Balvanera,Capital Federal,61.0,61.0,1970.0,3.0,1.0,0,0
apartment,San Nicolás,Capital Federal,43.0,43.0,2790.0,2.0,1.0,0,0
apartment,Villa Luro,Capital Federal,54.0,54.0,2390.0,3.0,1.0,0,0
apartment,Villa Luro,Capital Federal,54.0,54.0,2410.0,3.0,1.0,0,0
apartment,Villa Luro,Capital Federal,20.0,20.0,5250.0,2.0,1.0,0,0
apartment,Boca,Capital Federal,54.0,54.0,1570.0,3.0,1.0,0,0
PH,Flores,Capital Federal,213.34159013230686,160.0,940.0,5.0,1.3333849383269178,0,0
apartment,Floresta,Capital Federal,31.0,31.0,2160.0,1.0,1.0,0,0
house,Saavedra,Capital Federal,190.92585318529464,150.0,2660.0,6.0,1.2728390212352976,0,0
apartment,Recoleta,Capital Federal,88.0,88.0,2700.0,3.0,1.0,0,0
house,Capital Federal,Capital Federal,885.0,380.0,2290.0,2.0,2.756564547185661,0,0
apartment,Monserrat,Capital Federal,70.0,70.0,1840.0,3.0,1.0,0,0
apartment,Villa Pueyrredón,Capital Federal,37.0,37.0,2280.0,1.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,134.0,134.0,1460.0,2.0,1.0,0,0
apartment,Palermo,Capital Federal,155.0,155.0,2940.0,4.0,1.0,0,0
apartment,Retiro,Capital Federal,24.0,24.0,2790.0,1.0,1.0,0,0
apartment,San Cristobal,Capital Federal,46.0,46.0,1580.0,3.0,1.0,0,0
apartment,Monserrat,Capital Federal,30.0,30.0,2400.0,2.0,1.0,0,0
apartment,Caballito,Capital Federal,76.0,76.0,2220.0,3.0,1.0,0,0
apartment,Constitución,Capital Federal,56.0,56.0,2050.0,3.0,1.0,0,0
apartment,Almagro,Capital Federal,106.0,106.0,2350.0,4.0,1.0,0,0
apartment,Pompeya,Capital Federal,35.0,35.0,1500.0,2.0,1.0,0,0
house,Paternal,Capital Federal,236.79311893379693,170.0,2230.0,4.0,1.3929006996105702,0,0
apartment,Capital Federal,Capital Federal,100.0,90.0,2660.0,4.0,1.1111111111111112,0,0
apartment,Mataderos,Capital Federal,60.0,60.0,1420.0,4.0,1.0,0,0
apartment,Almagro,Capital Federal,68.0,61.0,2450.0,3.0,1.1147540983606556,0,0
apartment,Floresta,Capital Federal,79.0,79.0,2270.0,4.0,1.0,0,0
apartment,Floresta,Capital Federal,49.0,43.0,2160.0,2.0,1.1395348837209303,0,0
apartment,Belgrano,Capital Federal,121.0,112.0,3300.0,5.0,1.0803571428571428,0,0
apartment,Floresta,Capital Federal,79.0,79.0,2270.0,4.0,1.0,0,0
apartment,Balvanera,Capital Federal,60.0,52.0,2450.0,3.0,1.1538461538461537,0,0
apartment,Caballito,Capital Federal,89.0,89.0,1830.0,3.0,1.0,0,0
PH,Boedo,Capital Federal,101.0,78.0,1690.0,3.0,1.4055528029294353,0,0
house,Belgrano,Capital Federal,330.0,330.0,2580.0,4.0,1.2372320297265615,0,0
apartment,Villa Crespo,Capital Federal,64.0,60.0,1900.0,3.0,1.0666666666666667,0,0
apartment,Palermo,Capital Federal,65.0,59.0,2360.0,3.0,1.1016949152542372,0,0
apartment,Villa Crespo,Capital Federal,86.0,79.0,2210.0,3.0,1.0886075949367089,0,0
apartment,Villa Crespo,Capital Federal,47.0,42.0,2400.0,1.0,1.119047619047619,0,0
apartment,Villa Crespo,Capital Federal,78.0,72.0,2380.0,4.0,1.0833333333333333,0,0
apartment,Villa Crespo,Capital Federal,47.0,42.0,2700.0,1.0,1.119047619047619,0,0
apartment,Villa Crespo,Capital Federal,79.0,65.0,2680.0,3.0,1.2153846153846153,0,0
apartment,Villa Crespo,Capital Federal,78.0,72.0,2130.0,4.0,1.0833333333333333,0,0
apartment,Villa Crespo,Capital Federal,47.0,42.0,3660.0,1.0,1.119047619047619,0,0
apartment,San Telmo,Capital Federal,40.0,33.0,2210.0,2.0,1.2121212121212122,0,0
PH,Villa Crespo,Capital Federal,159.0,159.0,2140.0,5.0,1.3384233523072278,0,0
apartment,Palermo Hollywood,Capital Federal,38.0,35.0,2730.0,1.0,1.0857142857142856,0,0
apartment,Caballito,Capital Federal,53.0,50.0,2800.0,2.0,1.06,0,0
PH,Barracas,Capital Federal,143.0,73.0,1340.0,3.0,1.2779371444887702,0,0
apartment,Caballito,Capital Federal,53.0,50.0,2700.0,2.0,1.06,0,0
apartment,Tribunales,Capital Federal,91.0,91.0,1800.0,4.0,1.0,0,0
apartment,Belgrano,Capital Federal,141.0,133.0,2820.0,4.0,1.0601503759398496,0,0
apartment,Belgrano,Capital Federal,41.0,38.0,3030.0,1.0,1.0789473684210527,0,0
apartment,Belgrano,Capital Federal,74.0,65.0,3690.0,3.0,1.1384615384615384,0,0
apartment,Palermo,Capital Federal,150.0,144.0,3820.0,5.0,1.0416666666666667,0,0
apartment,Barrio Norte,Capital Federal,63.0,60.0,1660.0,2.0,1.05,0,0
PH,Paternal,Capital Federal,68.0,54.0,2560.0,2.0,1.2091578125485987,0,0
apartment,Almagro,Capital Federal,32.0,30.0,3130.0,1.0,1.0666666666666667,0,0
apartment,Palermo Chico,Capital Federal,59.0,59.0,4000.0,1.0,1.0,0,0
apartment,Caballito,Capital Federal,61.0,53.0,2450.0,3.0,1.150943396226415,0,0
apartment,Palermo,Capital Federal,37.0,37.0,2420.0,1.0,1.0,0,0
apartment,Palermo,Capital Federal,37.0,37.0,2730.0,1.0,1.0,0,0
apartment,Caballito,Capital Federal,67.0,62.0,3710.0,3.0,1.0806451612903225,0,0
apartment,Palermo,Capital Federal,47.0,47.0,3620.0,2.0,1.0,0,0
apartment,Congreso,Capital Federal,147.0,147.0,1360.0,7.0,1.0,0,0
PH,Villa Luro,Capital Federal,157.16732685895894,120.0,1380.0,4.0,1.3097277238246579,0,0
apartment,Recoleta,Capital Federal,157.0,157.0,2930.0,6.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,57.0,57.0,2110.0,2.0,1.0,0,0
apartment,Balvanera,Capital Federal,84.0,84.0,1900.0,3.0,1.0,0,0
apartment,Coghlan,Capital Federal,125.0,125.0,3580.0,2.0,1.0,0,0
apartment,Palermo,Capital Federal,37.0,37.0,3110.0,1.0,1.0,0,0
apartment,Balvanera,Capital Federal,28.0,28.0,2110.0,2.0,1.0,0,0
apartment,Flores,Capital Federal,55.0,55.0,1590.0,2.0,1.0,0,0
apartment,Flores,Capital Federal,83.0,83.0,2290.0,4.0,1.0,0,0
apartment,Recoleta,Capital Federal,40.0,40.0,2750.0,2.0,1.0,0,0
apartment,Nuñez,Capital Federal,63.0,63.0,2300.0,3.0,1.0,0,0
apartment,Caballito,Capital Federal,54.0,54.0,2280.0,2.0,1.0,0,0
apartment,Nuñez,Capital Federal,150.0,150.0,3530.0,4.0,1.0,0,0
apartment,Villa Devoto,Capital Federal,30.0,30.0,2330.0,2.0,1.0,0,0
apartment,Nuñez,Capital Federal,34.0,34.0,2910.0,2.0,1.0,0,0
apartment,Once,Capital Federal,42.0,42.0,3330.0,2.0,1.0,0,0
apartment,Constitución,Capital Federal,82.0,82.0,1210.0,3.0,1.0,0,0
apartment,Boedo,Capital Federal,43.0,43.0,1910.0,3.0,1.0,0,0
apartment,Villa Crespo,Capital Federal,34.0,34.0,2470.0,2.0,1.0,0,0
apartment,Flores,Capital Federal,133.0,133.0,1640.0,4.0,1.0,0,0
apartment,Retiro,Capital Federal,20.0,20.0,2850.0,1.0,1.0,0,0
apartment,Monserrat,Capital Federal,27.0,27.0,3480.0,1.0,1.0,1,0
apartment,Flores,Capital Federal,83.0,83.0,2390.0,5.0,1.0,0,0
apartment,Caballito,Capital Federal,99.0,99.0,2470.0,4.0,1.0,0,0
apartment,San Cristobal,Capital Federal,60.0,60.0,2430.0,2.0,1.0,0,0
apartment,Almagro,Capital Federal,91.0,91.0,1960.0,4.0,1.0,0,0
apartment,Belgrano,Capital Federal,104.0,104.0,2500.0,3.0,1.0,0,0
apartment,Palermo,Capital Federal,67.0,67.0,2310.0,3.0,1.0,0,0
apartment,Villa Luro,Capital Federal,48.0,48.0,1990.0,3.0,1.0,0,0
PH,Villa del Parque,Capital Federal,121.0817012233177,92.0,1740.0,4.0,1.3161054480795402,0,0
apartment,Floresta,Capital Federal,48.0,48.0,1620.0,2.0,1.0,0,0
apartment,Villa Crespo,Capital Federal,45.0,39.0,2090.0,1.0,1.1538461538461537,0,0
apartment,Paternal,Capital Federal,45.0,39.0,2090.0,1.0,1.1538461538461537,0,0
apartment,Paternal,Capital Federal,45.0,39.0,2090.0,1.0,1.1538461538461537,0,0
PH,Abasto,Capital Federal,70.0,70.0,2400.0,4.0,1.446924933307368,0,0
PH,Parque Centenario,Capital Federal,65.0,65.0,2380.0,2.0,1.0909090909090908,0,0
PH,Villa Crespo,Capital Federal,60.0,60.0,2580.0,4.0,1.3384233523072278,0,0
PH,Abasto,Capital Federal,70.0,70.0,2390.0,4.0,1.446924933307368,0,0
PH,Villa Crespo,Capital Federal,65.0,65.0,2380.0,2.0,1.3384233523072278,0,0
PH,Parque Centenario,Capital Federal,60.0,60.0,2580.0,4.0,1.0909090909090908,0,0
apartment,Caballito,Capital Federal,94.0,86.0,2620.0,4.0,1.0930232558139534,0,0
apartment,Recoleta,Capital Federal,189.0,189.0,3680.0,4.0,1.0,0,0
house,Mataderos,Capital Federal,180.0,163.0,1040.0,3.0,1.4644707258227643,0,0
apartment,Barrio Norte,Capital Federal,36.0,36.0,2510.0,1.0,1.0,0,0
apartment,Puerto Madero,Capital Federal,83.0,83.0,5720.0,3.0,1.0,0,0
apartment,Boca,Capital Federal,82.0,74.0,1730.0,4.0,1.1081081081081081,0,0
apartment,Boca,Capital Federal,80.0,80.0,600.0,4.0,1.0,0,0
apartment,Puerto Madero,Capital Federal,200.0,180.0,4940.0,5.0,1.1111111111111112,0,0
apartment,Belgrano,Capital Federal,36.0,35.0,3400.0,2.0,1.0285714285714285,0,0
apartment,Villa del Parque,Capital Federal,41.0,34.0,2760.0,2.0,1.2058823529411764,0,0
PH,Monte Castro,Capital Federal,68.0,63.0,2220.0,3.0,1.3179548306798134,0,0
PH,Balvanera,Capital Federal,78.0,63.0,2380.0,3.0,1.234902504259906,0,0
apartment,Caballito,Capital Federal,30.0,26.0,2730.0,1.0,1.1538461538461537,0,0
apartment,Balvanera,Capital Federal,45.0,45.0,1990.0,2.0,1.0,0,0
apartment,Caballito,Capital Federal,131.0,131.0,2600.0,5.0,1.0,0,0
apartment,Nuñez,Capital Federal,84.0,62.0,2660.0,2.0,1.3548387096774193,0,0
apartment,Flores,Capital Federal,76.0,53.0,2190.0,3.0,1.4339622641509433,0,0
apartment,Caballito,Capital Federal,70.0,67.0,3280.0,3.0,1.044776119402985,0,0
apartment,Nuñez,Capital Federal,50.0,46.0,3010.0,2.0,1.0869565217391304,0,0
apartment,Palermo Soho,Capital Federal,71.0,66.0,2260.0,3.0,1.0757575757575757,0,0
PH,Colegiales,Capital Federal,165.0,118.0,2030.0,5.0,1.2160407184274309,0,0
PH,Villa Urquiza,Capital Federal,165.0,118.0,2030.0,5.0,1.339938015882295,0,0
apartment,Chacarita,Capital Federal,77.0,70.0,2290.0,4.0,1.1,0,0
apartment,Flores,Capital Federal,35.0,31.0,2550.0,1.0,1.1290322580645162,0,0
apartment,San Cristobal,Capital Federal,57.0,45.0,2600.0,2.0,1.2666666666666666,0,0
apartment,Caballito,Capital Federal,182.0,125.0,2560.0,4.0,1.456,0,0
apartment,Flores,Capital Federal,62.0,62.0,1970.0,3.0,1.0,0,0
apartment,Recoleta,Capital Federal,47.0,44.0,3840.0,2.0,1.0681818181818181,0,0
apartment,Recoleta,Capital Federal,45.0,41.0,3850.0,2.0,1.0975609756097562,0,0
apartment,Recoleta,Capital Federal,36.0,33.0,3770.0,1.0,1.0909090909090908,0,0
apartment,Flores,Capital Federal,96.0,88.0,1900.0,4.0,1.0909090909090908,0,0
apartment,Caballito,Capital Federal,92.0,92.0,2120.0,4.0,1.0,0,0
apartment,San Cristobal,Capital Federal,78.0,75.0,1840.0,4.0,1.04,0,0
